Export of Imageset Testgame_2018_02_02_Antman (ball annotations in bounding boxes)
[team|NaoDevils]
[set|Testgame_2018_02_02_Antman]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::robot|16_02_2018__11_18_08_0216_upper.png|640|480|0|62|143|341|71.5|201.5|143|279
label::robot|16_02_2018__11_18_08_0216_upper.png|640|480|99|87|132|146|115.5|116.5|33|59
robot|16_02_2018__11_18_08_0217_upper.png|not_in_image
robot|16_02_2018__11_18_08_0218_upper.png|not_in_image
robot|16_02_2018__11_18_08_0219_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0221_upper.png|640|480|244|85|287|154|265.5|119.5|43|69
label::robot|16_02_2018__11_18_08_0221_upper.png|640|480|0|27|242|398|121.0|212.5|242|371
label::robot|16_02_2018__11_18_08_0223_upper.png|640|480|11|74|58|164|34.5|119.0|47|90
label::robot|16_02_2018__11_18_08_0223_upper.png|640|480|0|48|61|410|30.5|229.0|61|362
label::robot|16_02_2018__11_18_08_0225_upper.png|640|480|488|38|640|417|564.0|227.5|152|379
label::robot|16_02_2018__11_18_08_0225_upper.png|640|480|219|69|276|191|247.5|130.0|57|122
label::robot|16_02_2018__11_18_08_0225_upper.png|640|480|417|70|487|173|452.0|121.5|70|103
label::robot|16_02_2018__11_18_08_0225_upper.png|640|480|507|84|542|133|524.5|108.5|35|49
label::robot|16_02_2018__11_18_08_0225_upper.png|640|480|469|68|500|137|484.5|102.5|31|69
label::robot|16_02_2018__11_18_08_0226_upper.png|640|480|0|27|210|430|105.0|228.5|210|403
label::robot|16_02_2018__11_18_08_0226_upper.png|640|480|166|79|216|162|191.0|120.5|50|83
label::robot|16_02_2018__11_18_08_0227_upper.png|640|480|516|81|568|152|542.0|116.5|52|71
label::robot|16_02_2018__11_18_08_0227_upper.png|640|480|609|70|640|191|624.5|130.5|31|121
label::robot|16_02_2018__11_18_08_0227_upper.png|640|480|524|81|607|191|565.5|136.0|83|110
label::robot|16_02_2018__11_18_08_0227_upper.png|640|480|328|82|423|190|375.5|136.0|95|108
label::robot|16_02_2018__11_18_08_0227_upper.png|640|480|586|84|619|130|602.5|107.0|33|46
label::robot|16_02_2018__11_18_08_0228_upper.png|640|480|244|50|464|393|354.0|221.5|220|343
label::robot|16_02_2018__11_18_08_0228_upper.png|640|480|431|90|490|174|460.5|132.0|59|84
label::robot|16_02_2018__11_18_08_0229_upper.png|640|480|94|41|325|396|209.5|218.5|231|355
label::robot|16_02_2018__11_18_08_0229_upper.png|640|480|279|79|333|173|306.0|126.0|54|94
label::robot|16_02_2018__11_18_08_0229_upper.png|640|480|0|49|106|201|53.0|125.0|106|152
label::robot|16_02_2018__11_18_08_0229_upper.png|640|480|73|70|116|124|94.5|97.0|43|54
label::robot|16_02_2018__11_18_08_0229_upper.png|640|480|117|72|146|125|131.5|98.5|29|53
label::robot|16_02_2018__11_18_08_0232_upper.png|640|480|478|103|565|202|521.5|152.5|87|99
label::robot|16_02_2018__11_18_08_0232_upper.png|640|480|566|62|640|229|603.0|145.5|74|167
label::robot|16_02_2018__11_18_08_0233_upper.png|640|480|170|53|358|396|264.0|224.5|188|343
label::robot|16_02_2018__11_18_08_0233_upper.png|640|480|302|82|353|168|327.5|125.0|51|86
label::robot|16_02_2018__11_18_08_0233_upper.png|640|480|0|51|94|219|47.0|135.0|94|168
label::robot|16_02_2018__11_18_08_0233_upper.png|640|480|78|67|134|167|106.0|117.0|56|100
label::robot|16_02_2018__11_18_08_0234_upper.png|640|480|57|39|261|416|159.0|227.5|204|377
label::robot|16_02_2018__11_18_08_0234_upper.png|640|480|184|79|248|172|216.0|125.5|64|93
label::robot|16_02_2018__11_18_08_0234_upper.png|640|480|0|57|47|129|23.5|93.0|47|72
label::robot|16_02_2018__11_18_08_0234_upper.png|640|480|42|66|81|129|61.5|97.5|39|63
label::robot|16_02_2018__11_18_08_0235_upper.png|640|480|499|73|556|197|527.5|135.0|57|124
label::robot|16_02_2018__11_18_08_0235_upper.png|640|480|562|69|640|230|601.0|149.5|78|161
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|261|48|436|389|348.5|218.5|175|341
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|382|86|436|171|409.0|128.5|54|85
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|107|63|208|209|157.5|136.0|101|146
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|36|54|91|185|63.5|119.5|55|131
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|172|62|227|160|199.5|111.0|55|98
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|222|80|261|134|241.5|107.0|39|54
label::robot|16_02_2018__11_18_08_0236_upper.png|640|480|256|74|289|134|272.5|104.0|33|60
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|394|56|589|406|491.5|231.0|195|350
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|174|69|230|191|202.0|130.0|56|122
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|241|69|322|213|281.5|141.0|81|144
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|300|76|355|166|327.5|121.0|55|90
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|344|81|382|140|363.0|110.5|38|59
label::robot|16_02_2018__11_18_08_0237_upper.png|640|480|383|83|412|136|397.5|109.5|29|53
label::robot|16_02_2018__11_18_08_0238_upper.png|640|480|418|82|463|189|440.5|135.5|45|107
label::robot|16_02_2018__11_18_08_0238_upper.png|640|480|489|77|576|226|532.5|151.5|87|149
label::robot|16_02_2018__11_18_08_0238_upper.png|640|480|549|85|608|180|578.5|132.5|59|95
label::robot|16_02_2018__11_18_08_0238_upper.png|640|480|600|87|638|142|619.0|114.5|38|55
robot|16_02_2018__11_18_08_0239_upper.png|not_in_image
robot|16_02_2018__11_18_08_0240_upper.png|not_in_image
robot|16_02_2018__11_18_08_0241_upper.png|not_in_image
robot|16_02_2018__11_18_08_0242_upper.png|not_in_image
robot|16_02_2018__11_18_08_0243_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0250_upper.png|640|480|449|109|552|346|500.5|227.5|103|237
label::robot|16_02_2018__11_18_08_0251_upper.png|640|480|273|123|365|228|319.0|175.5|92|105
robot|16_02_2018__11_18_08_0256_upper.png|not_in_image
robot|16_02_2018__11_18_08_0260_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0263_upper.png|640|480|531|90|589|225|560.0|157.5|58|135
label::robot|16_02_2018__11_18_08_0263_upper.png|640|480|608|99|640|162|624.0|130.5|32|63
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|78|64|146|195|112.0|129.5|68|131
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|153|75|196|130|174.5|102.5|43|55
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|415|91|466|167|440.5|129.0|51|76
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|252|76|337|206|294.5|141.0|85|130
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|233|79|287|166|260.0|122.5|54|87
label::robot|16_02_2018__11_18_08_0264_upper.png|640|480|222|79|248|127|235.0|103.0|26|48
label::robot|16_02_2018__11_18_08_0265_upper.png|640|480|270|99|372|195|321.0|147.0|102|96
label::robot|16_02_2018__11_18_08_0265_upper.png|640|480|467|77|553|219|510.0|148.0|86|142
label::robot|16_02_2018__11_18_08_0265_upper.png|640|480|373|83|408|138|390.5|110.5|35|55
label::robot|16_02_2018__11_18_08_0265_upper.png|640|480|443|83|500|171|471.5|127.0|57|88
label::robot|16_02_2018__11_18_08_0265_upper.png|640|480|434|83|464|135|449.0|109.0|30|52
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|340|91|408|184|374.0|137.5|68|93
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|0|115|97|221|48.5|168.0|97|106
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|67|69|117|142|92.0|105.5|50|73
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|139|81|174|135|156.5|108.0|35|54
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|165|80|258|219|211.5|149.5|93|139
label::robot|16_02_2018__11_18_08_0268_upper.png|640|480|237|85|301|197|269.0|141.0|64|112
label::robot|16_02_2018__11_18_08_0276_upper.png|640|480|63|0|141|100|102.0|50.0|78|100
label::robot|16_02_2018__11_18_08_0276_upper.png|640|480|327|5|418|158|372.5|81.5|91|153
label::robot|16_02_2018__11_18_08_0276_upper.png|640|480|271|0|347|139|309.0|69.5|76|139
robot|16_02_2018__11_18_08_0280_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|122|0|227|143|174.5|71.5|105|143
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|567|2|640|117|603.5|59.5|73|115
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|315|26|402|117|358.5|71.5|87|91
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|395|10|450|73|422.5|41.5|55|63
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|299|8|339|79|319.0|43.5|40|71
label::robot|16_02_2018__11_18_08_0282_upper.png|640|480|331|11|362|78|346.5|44.5|31|67
label::robot|16_02_2018__11_18_08_0284_upper.png|640|480|59|135|139|271|99.0|203.0|80|136
label::robot|16_02_2018__11_18_08_0284_upper.png|640|480|506|90|581|196|543.5|143.0|75|106
label::robot|16_02_2018__11_18_08_0284_upper.png|640|480|350|122|400|177|375.0|149.5|50|55
label::robot|16_02_2018__11_18_08_0284_upper.png|640|480|254|130|337|224|295.5|177.0|83|94
label::robot|16_02_2018__11_18_08_0284_upper.png|640|480|258|130|293|180|275.5|155.0|35|50
label::robot|16_02_2018__11_18_08_0285_upper.png|640|480|257|86|349|227|303.0|156.5|92|141
label::robot|16_02_2018__11_18_08_0285_upper.png|640|480|573|78|626|149|599.5|113.5|53|71
label::robot|16_02_2018__11_18_08_0285_upper.png|640|480|482|74|552|198|517.0|136.0|70|124
label::robot|16_02_2018__11_18_08_0285_upper.png|640|480|451|90|503|156|477.0|123.0|52|66
label::robot|16_02_2018__11_18_08_0288_upper.png|640|480|294|4|380|160|337.0|82.0|86|156
label::robot|16_02_2018__11_18_08_0288_upper.png|640|480|223|12|364|171|293.5|91.5|141|159
label::robot|16_02_2018__11_18_08_0288_upper.png|640|480|222|5|307|101|264.5|53.0|85|96
label::robot|16_02_2018__11_18_08_0289_upper.png|640|480|298|16|415|201|356.5|108.5|117|185
label::robot|16_02_2018__11_18_08_0289_upper.png|640|480|14|30|81|106|47.5|68.0|67|76
label::robot|16_02_2018__11_18_08_0289_upper.png|640|480|382|16|491|187|436.5|101.5|109|171
label::robot|16_02_2018__11_18_08_0289_upper.png|640|480|363|20|429|123|396.0|71.5|66|103
label::robot|16_02_2018__11_18_08_0290_upper.png|640|480|324|0|435|170|379.5|85.0|111|170
label::robot|16_02_2018__11_18_08_0290_upper.png|640|480|197|0|336|191|266.5|95.5|139|191
label::robot|16_02_2018__11_18_08_0290_upper.png|640|480|288|0|374|96|331.0|48.0|86|96
label::robot|16_02_2018__11_18_08_0291_upper.png|640|480|287|0|408|131|347.5|65.5|121|131
label::robot|16_02_2018__11_18_08_0291_upper.png|640|480|417|1|578|174|497.5|87.5|161|173
label::robot|16_02_2018__11_18_08_0292_upper.png|640|480|386|0|552|207|469.0|103.5|166|207
label::robot|16_02_2018__11_18_08_0292_upper.png|640|480|509|0|640|294|574.5|147.0|131|294
label::robot|16_02_2018__11_18_08_0293_upper.png|640|480|324|2|543|315|433.5|158.5|219|313
label::robot|16_02_2018__11_18_08_0293_upper.png|640|480|451|0|640|405|545.5|202.5|189|405
label::robot|16_02_2018__11_18_08_0294_upper.png|640|480|288|18|640|480|464.0|249.0|352|462
label::robot|16_02_2018__11_18_08_0296_upper.png|640|480|327|2|640|480|483.5|241.0|313|478
label::robot|16_02_2018__11_18_08_0296_upper.png|640|480|158|2|640|480|399.0|241.0|482|478
label::robot|16_02_2018__11_18_08_0297_upper.png|640|480|423|90|640|480|531.5|285.0|217|390
label::robot|16_02_2018__11_18_08_0298_upper.png|640|480|454|5|640|480|547.0|242.5|186|475
label::robot|16_02_2018__11_18_08_0298_upper.png|640|480|227|0|273|36|250.0|18.0|46|36
label::robot|16_02_2018__11_18_08_0298_upper.png|640|480|276|0|306|23|291.0|11.5|30|23
label::robot|16_02_2018__11_18_08_0299_upper.png|640|480|287|4|640|480|463.5|242.0|353|476
label::robot|16_02_2018__11_18_08_0299_upper.png|640|480|101|1|162|63|131.5|32.0|61|62
label::robot|16_02_2018__11_18_08_0299_upper.png|640|480|246|0|285|29|265.5|14.5|39|29
label::robot|16_02_2018__11_18_08_0299_upper.png|640|480|158|0|204|56|181.0|28.0|46|56
label::robot|16_02_2018__11_18_08_0299_upper.png|640|480|318|0|378|33|348.0|16.5|60|33
label::robot|16_02_2018__11_18_08_0300_upper.png|640|480|183|4|640|480|411.5|242.0|457|476
label::robot|16_02_2018__11_18_08_0300_upper.png|640|480|349|1|401|79|375.0|40.0|52|78
label::robot|16_02_2018__11_18_08_0300_upper.png|640|480|279|12|324|72|301.5|42.0|45|60
label::robot|16_02_2018__11_18_08_0300_upper.png|640|480|189|17|239|94|214.0|55.5|50|77
label::robot|16_02_2018__11_18_08_0300_upper.png|640|480|141|13|196|104|168.5|58.5|55|91
label::robot|16_02_2018__11_18_08_0302_upper.png|640|480|418|111|484|187|451.0|149.0|66|76
label::robot|16_02_2018__11_18_08_0302_upper.png|640|480|351|72|419|141|385.0|106.5|68|69
label::robot|16_02_2018__11_18_08_0302_upper.png|640|480|273|44|337|117|305.0|80.5|64|73
label::robot|16_02_2018__11_18_08_0302_upper.png|640|480|240|25|300|103|270.0|64.0|60|78
robot|16_02_2018__11_18_08_0303_upper.png|not_in_image
robot|16_02_2018__11_18_08_0306_upper.png|not_in_image
robot|16_02_2018__11_18_08_0307_upper.png|not_in_image
robot|16_02_2018__11_18_08_0308_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0309_upper.png|640|480|609|14|640|180|624.5|97.0|31|166
label::robot|16_02_2018__11_18_08_0310_upper.png|640|480|55|85|215|312|135.0|198.5|160|227
label::robot|16_02_2018__11_18_08_0311_upper.png|640|480|492|44|640|299|566.0|171.5|148|255
label::robot|16_02_2018__11_18_08_0311_upper.png|640|480|198|23|252|105|225.0|64.0|54|82
label::robot|16_02_2018__11_18_08_0311_upper.png|640|480|122|18|173|88|147.5|53.0|51|70
label::robot|16_02_2018__11_18_08_0311_upper.png|640|480|27|12|100|93|63.5|52.5|73|81
label::robot|16_02_2018__11_18_08_0311_upper.png|640|480|0|13|33|98|16.5|55.5|33|85
robot|16_02_2018__11_18_08_0312_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0315_upper.png|640|480|518|143|638|304|578.0|223.5|120|161
label::robot|16_02_2018__11_18_08_0317_upper.png|640|480|197|0|319|160|258.0|80.0|122|160
robot|16_02_2018__11_18_08_0322_upper.png|not_in_image
robot|16_02_2018__11_18_08_0323_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0324_upper.png|640|480|511|21|602|179|556.5|100.0|91|158
label::robot|16_02_2018__11_18_08_0324_upper.png|640|480|583|35|627|117|605.0|76.0|44|82
label::robot|16_02_2018__11_18_08_0324_upper.png|640|480|609|41|640|97|624.5|69.0|31|56
label::robot|16_02_2018__11_18_08_0326_upper.png|640|480|266|4|350|139|308.0|71.5|84|135
label::robot|16_02_2018__11_18_08_0326_upper.png|640|480|152|92|309|150|230.5|121.0|157|58
robot|16_02_2018__11_18_08_0330_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0333_upper.png|640|480|319|82|402|272|360.5|177.0|83|190
label::robot|16_02_2018__11_18_08_0333_upper.png|640|480|64|64|166|227|115.0|145.5|102|163
label::robot|16_02_2018__11_18_08_0333_upper.png|640|480|144|74|215|210|179.5|142.0|71|136
label::robot|16_02_2018__11_18_08_0334_upper.png|640|480|199|60|239|136|219.0|98.0|40|76
label::robot|16_02_2018__11_18_08_0334_upper.png|640|480|318|62|359|127|338.5|94.5|41|65
label::robot|16_02_2018__11_18_08_0334_upper.png|640|480|242|76|301|193|271.5|134.5|59|117
label::robot|16_02_2018__11_18_08_0334_upper.png|640|480|228|63|269|130|248.5|96.5|41|67
robot|16_02_2018__11_18_08_0335_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0336_upper.png|640|480|587|4|640|213|613.5|108.5|53|209
label::robot|16_02_2018__11_18_08_0336_upper.png|640|480|253|1|339|158|296.0|79.5|86|157
label::robot|16_02_2018__11_18_08_0336_upper.png|640|480|202|80|347|164|274.5|122.0|145|84
robot|16_02_2018__11_18_08_0338_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0340_upper.png|640|480|0|0|57|158|28.5|79.0|57|158
label::robot|16_02_2018__11_18_08_0341_upper.png|640|480|0|0|48|183|24.0|91.5|48|183
robot|16_02_2018__11_18_08_0342_upper.png|not_in_image
robot|16_02_2018__11_18_08_0343_upper.png|not_in_image
robot|16_02_2018__11_18_08_0344_upper.png|not_in_image
robot|16_02_2018__11_18_08_0345_upper.png|not_in_image
robot|16_02_2018__11_18_08_0346_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0347_upper.png|640|480|238|53|430|464|334.0|258.5|192|411
label::robot|16_02_2018__11_18_08_0347_upper.png|640|480|49|75|251|449|150.0|262.0|202|374
label::robot|16_02_2018__11_18_08_0347_upper.png|640|480|0|87|96|334|48.0|210.5|96|247
robot|16_02_2018__11_18_08_0348_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0349_upper.png|640|480|48|6|640|480|344.0|243.0|592|474
robot|16_02_2018__11_18_08_0350_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0351_upper.png|640|480|0|272|361|468|180.5|370.0|361|196
label::robot|16_02_2018__11_18_08_0352_upper.png|640|480|0|0|640|478|320.0|239.0|640|478
label::robot|16_02_2018__11_18_08_0353_upper.png|640|480|533|400|640|480|586.5|440.0|107|80
label::robot|16_02_2018__11_18_08_0359_upper.png|640|480|364|0|486|229|425.0|114.5|122|229
label::robot|16_02_2018__11_18_08_0359_upper.png|640|480|96|0|261|283|178.5|141.5|165|283
label::robot|16_02_2018__11_18_08_0359_upper.png|640|480|10|0|135|228|72.5|114.0|125|228
label::robot|16_02_2018__11_18_08_0360_upper.png|640|480|322|0|451|233|386.5|116.5|129|233
label::robot|16_02_2018__11_18_08_0360_upper.png|640|480|67|0|235|260|151.0|130.0|168|260
label::robot|16_02_2018__11_18_08_0360_upper.png|640|480|4|0|128|235|66.0|117.5|124|235
label::robot|16_02_2018__11_18_08_0361_upper.png|640|480|315|0|438|229|376.5|114.5|123|229
label::robot|16_02_2018__11_18_08_0361_upper.png|640|480|0|0|174|278|87.0|139.0|174|278
label::robot|16_02_2018__11_18_08_0361_upper.png|640|480|0|0|101|230|50.5|115.0|101|230
label::robot|16_02_2018__11_18_08_0362_upper.png|640|480|344|0|450|221|397.0|110.5|106|221
label::robot|16_02_2018__11_18_08_0362_upper.png|640|480|0|0|134|205|67.0|102.5|134|205
label::robot|16_02_2018__11_18_08_0362_upper.png|640|480|0|0|93|275|46.5|137.5|93|275
label::robot|16_02_2018__11_18_08_0363_upper.png|640|480|326|0|419|224|372.5|112.0|93|224
label::robot|16_02_2018__11_18_08_0363_upper.png|640|480|0|0|167|252|83.5|126.0|167|252
label::robot|16_02_2018__11_18_08_0364_upper.png|640|480|37|0|240|248|138.5|124.0|203|248
label::robot|16_02_2018__11_18_08_0364_upper.png|640|480|62|0|203|210|132.5|105.0|141|210
label::robot|16_02_2018__11_18_08_0364_upper.png|640|480|371|2|475|220|423.0|111.0|104|218
robot|16_02_2018__11_18_08_0365_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0366_upper.png|640|480|364|0|455|224|409.5|112.0|91|224
label::robot|16_02_2018__11_18_08_0366_upper.png|640|480|92|0|291|279|191.5|139.5|199|279
label::robot|16_02_2018__11_18_08_0366_upper.png|640|480|160|0|294|232|227.0|116.0|134|232
label::robot|16_02_2018__11_18_08_0367_upper.png|640|480|302|0|398|210|350.0|105.0|96|210
label::robot|16_02_2018__11_18_08_0367_upper.png|640|480|208|0|306|210|257.0|105.0|98|210
label::robot|16_02_2018__11_18_08_0367_upper.png|640|480|93|1|273|261|183.0|131.0|180|260
label::robot|16_02_2018__11_18_08_0370_upper.png|640|480|380|0|476|193|428.0|96.5|96|193
label::robot|16_02_2018__11_18_08_0370_upper.png|640|480|167|0|330|213|248.5|106.5|163|213
label::robot|16_02_2018__11_18_08_0370_upper.png|640|480|275|5|375|179|325.0|92.0|100|174
label::robot|16_02_2018__11_18_08_0371_upper.png|640|480|386|0|490|189|438.0|94.5|104|189
label::robot|16_02_2018__11_18_08_0371_upper.png|640|480|154|4|333|190|243.5|97.0|179|186
label::robot|16_02_2018__11_18_08_0371_upper.png|640|480|287|2|379|154|333.0|78.0|92|152
label::robot|16_02_2018__11_18_08_0372_upper.png|640|480|272|0|390|139|331.0|69.5|118|139
label::robot|16_02_2018__11_18_08_0372_upper.png|640|480|162|0|353|180|257.5|90.0|191|180
label::robot|16_02_2018__11_18_08_0372_upper.png|640|480|387|0|512|164|449.5|82.0|125|164
label::robot|16_02_2018__11_18_08_0373_upper.png|640|480|209|4|319|142|264.0|73.0|110|138
label::robot|16_02_2018__11_18_08_0373_upper.png|640|480|141|0|332|205|236.5|102.5|191|205
label::robot|16_02_2018__11_18_08_0373_upper.png|640|480|327|0|436|167|381.5|83.5|109|167
label::robot|16_02_2018__11_18_08_0374_upper.png|640|480|357|0|475|190|416.0|95.0|118|190
label::robot|16_02_2018__11_18_08_0374_upper.png|640|480|197|0|330|170|263.5|85.0|133|170
label::robot|16_02_2018__11_18_08_0374_upper.png|640|480|210|8|405|236|307.5|122.0|195|228
label::robot|16_02_2018__11_18_08_0379_upper.png|640|480|195|19|316|312|255.5|165.5|121|293
label::robot|16_02_2018__11_18_08_0380_upper.png|640|480|67|1|365|473|216.0|237.0|298|472
label::robot|16_02_2018__11_18_08_0383_upper.png|640|480|361|59|640|480|500.5|269.5|279|421
label::robot|16_02_2018__11_18_08_0384_upper.png|640|480|480|266|640|480|560.0|373.0|160|214
label::robot|16_02_2018__11_18_08_0384_upper.png|640|480|463|0|640|379|551.5|189.5|177|379
label::robot|16_02_2018__11_18_08_0385_upper.png|640|480|0|106|245|480|122.5|293.0|245|374
label::robot|16_02_2018__11_18_08_0386_upper.png|640|480|494|2|640|463|567.0|232.5|146|461
label::robot|16_02_2018__11_18_08_0386_upper.png|640|480|0|208|147|401|73.5|304.5|147|193
label::robot|16_02_2018__11_18_08_0387_upper.png|640|480|199|271|473|448|336.0|359.5|274|177
label::robot|16_02_2018__11_18_08_0387_upper.png|640|480|73|127|112|209|92.5|168.0|39|82
label::robot|16_02_2018__11_18_08_0387_upper.png|640|480|0|139|45|195|22.5|167.0|45|56
label::robot|16_02_2018__11_18_08_0388_upper.png|640|480|107|272|389|473|248.0|372.5|282|201
label::robot|16_02_2018__11_18_08_0388_upper.png|640|480|1|150|47|228|24.0|189.0|46|78
label::robot|16_02_2018__11_18_08_0389_upper.png|640|480|0|170|266|404|133.0|287.0|266|234
label::robot|16_02_2018__11_18_08_0390_upper.png|640|480|0|187|283|411|141.5|299.0|283|224
label::robot|16_02_2018__11_18_08_0391_upper.png|640|480|252|0|309|100|280.5|50.0|57|100
label::robot|16_02_2018__11_18_08_0391_upper.png|640|480|306|1|349|24|327.5|12.5|43|23
label::robot|16_02_2018__11_18_08_0391_upper.png|640|480|451|0|500|20|475.5|10.0|49|20
label::robot|16_02_2018__11_18_08_0395_upper.png|640|480|0|0|37|55|18.5|27.5|37|55
label::robot|16_02_2018__11_18_08_0396_upper.png|640|480|424|21|504|168|464.0|94.5|80|147
label::robot|16_02_2018__11_18_08_0396_upper.png|640|480|257|30|302|101|279.5|65.5|45|71
label::robot|16_02_2018__11_18_08_0396_upper.png|640|480|144|29|193|107|168.5|68.0|49|78
label::robot|16_02_2018__11_18_08_0396_upper.png|640|480|228|27|266|92|247.0|59.5|38|65
label::robot|16_02_2018__11_18_08_0396_upper.png|640|480|168|78|233|115|200.5|96.5|65|37
label::robot|16_02_2018__11_18_08_0397_upper.png|640|480|264|59|326|174|295.0|116.5|62|115
label::robot|16_02_2018__11_18_08_0397_upper.png|640|480|30|69|84|125|57.0|97.0|54|56
label::robot|16_02_2018__11_18_08_0397_upper.png|640|480|0|59|26|141|13.0|100.0|26|82
label::robot|16_02_2018__11_18_08_0398_upper.png|640|480|319|0|518|364|418.5|182.0|199|364
label::robot|16_02_2018__11_18_08_0399_upper.png|640|480|530|27|640|404|585.0|215.5|110|377
label::robot|16_02_2018__11_18_08_0400_upper.png|640|480|291|56|355|160|323.0|108.0|64|104
label::robot|16_02_2018__11_18_08_0400_upper.png|640|480|26|49|69|117|47.5|83.0|43|68
label::robot|16_02_2018__11_18_08_0401_upper.png|640|480|387|81|444|180|415.5|130.5|57|99
label::robot|16_02_2018__11_18_08_0401_upper.png|640|480|142|75|196|136|169.0|105.5|54|61
label::robot|16_02_2018__11_18_08_0401_upper.png|640|480|63|75|125|152|94.0|113.5|62|77
label::robot|16_02_2018__11_18_08_0401_upper.png|640|480|57|73|101|140|79.0|106.5|44|67
label::robot|16_02_2018__11_18_08_0401_upper.png|640|480|90|76|127|130|108.5|103.0|37|54
label::robot|16_02_2018__11_18_08_0408_upper.png|640|480|274|170|304|228|289.0|199.0|30|58
label::robot|16_02_2018__11_18_08_0408_upper.png|640|480|334|173|375|248|354.5|210.5|41|75
robot|16_02_2018__11_18_08_0409_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0410_upper.png|640|480|459|128|494|217|476.5|172.5|35|89
label::robot|16_02_2018__11_18_08_0410_upper.png|640|480|418|137|460|214|439.0|175.5|42|77
label::robot|16_02_2018__11_18_08_0410_upper.png|640|480|370|139|407|190|388.5|164.5|37|51
label::robot|16_02_2018__11_18_08_0410_upper.png|640|480|337|136|375|186|356.0|161.0|38|50
label::robot|16_02_2018__11_18_08_0411_upper.png|640|480|603|139|640|236|621.5|187.5|37|97
label::robot|16_02_2018__11_18_08_0411_upper.png|640|480|437|141|484|215|460.5|178.0|47|74
label::robot|16_02_2018__11_18_08_0411_upper.png|640|480|404|135|443|207|423.5|171.0|39|72
label::robot|16_02_2018__11_18_08_0411_upper.png|640|480|355|136|383|181|369.0|158.5|28|45
label::robot|16_02_2018__11_18_08_0411_upper.png|640|480|318|134|353|183|335.5|158.5|35|49
label::robot|16_02_2018__11_18_08_0412_upper.png|640|480|610|128|640|245|625.0|186.5|30|117
label::robot|16_02_2018__11_18_08_0412_upper.png|640|480|451|137|497|217|474.0|177.0|46|80
label::robot|16_02_2018__11_18_08_0412_upper.png|640|480|405|134|464|213|434.5|173.5|59|79
label::robot|16_02_2018__11_18_08_0412_upper.png|640|480|349|134|387|191|368.0|162.5|38|57
label::robot|16_02_2018__11_18_08_0412_upper.png|640|480|318|130|351|184|334.5|157.0|33|54
robot|16_02_2018__11_18_08_0413_upper.png|not_in_image
label::robot|16_02_2018__11_18_08_0418_upper.png|640|480|501|70|546|149|523.5|109.5|45|79
label::robot|16_02_2018__11_18_08_0418_upper.png|640|480|535|72|580|148|557.5|110.0|45|76
label::robot|16_02_2018__11_18_08_0419_upper.png|640|480|282|0|410|176|346.0|88.0|128|176
label::robot|16_02_2018__11_18_08_0419_upper.png|640|480|201|0|269|75|235.0|37.5|68|75
label::robot|16_02_2018__11_18_08_0419_upper.png|640|480|66|4|116|48|91.0|26.0|50|44
robot|16_02_2018__11_18_08_0420_upper.png|not_in_image
